,Unnamed: 0,Unnamed: 0_x,sentence,focus,episode,filename,tokens,stemmed_tokens,norm_tokens,token_count,sentiment,focus_split,characterName,actor_name,appearances,character_name,position,posting,rank,species,character_name_split,Unnamed: 0_y,No. overall,No. in season,Title,Stardate,Directed by,Written by,Original air date,U.S. viewers (millions),merge_index,Aggressive_Words,Count_Aggressive_Words
2033,2033,789,"(smiles now) But it puzzles me; if you feel that way about Tasha, why have you challenged her to a fight to the death?",picard,3.0,104.txt,"['smiles', 'but', 'puzzles', 'feel', 'way', 'tasha', 'challenged', 'fight', 'death']","['smile', 'But', 'puzzl', 'feel', 'way', 'Tasha', 'challeng', 'fight', 'death']","['smile', 'But', 'puzzl', 'feel', 'way', 'Tasha', 'challeng', 'fight', 'death']",9.0,-0.6124,['picard'],jean-luc picard,Patrick Stewart,"['TNG', 'GEN,FCT,INS,NEM', 'DS9']",jean-luc picard,Commanding officer,USS Enterprise-E,['Captain'],Human,"['jean-luc', 'picard']",3,4,4,"""Code of Honor""",41235.25,Russ Mayberry,Katharyn Powers and Michael Baron,"October?12,?1987?(1987-10-12)",9.5[1],3,['fight'],1
2045,2045,801,"Data, especially important will be an analysis of their combat capabilities.",picard,3.0,104.txt,"['data', 'especially', 'important', 'analysis', 'combat', 'capabilities']","['Data', 'especi', 'import', 'analysi', 'combat', 'capabl']","['Data', 'especi', 'import', 'analysi', 'combat', 'capabl']",6.0,-0.34,['picard'],jean-luc picard,Patrick Stewart,"['TNG', 'GEN,FCT,INS,NEM', 'DS9']",jean-luc picard,Commanding officer,USS Enterprise-E,['Captain'],Human,"['jean-luc', 'picard']",3,4,4,"""Code of Honor""",41235.25,Russ Mayberry,Katharyn Powers and Michael Baron,"October?12,?1987?(1987-10-12)",9.5[1],3,['combat'],1
2047,2047,803,That fact isn't known until the combat begins.,picard,3.0,104.txt,"['that', 'fact', 'isnt', 'known', 'combat', 'begins']","['That', 'fact', 'isnt', 'known', 'combat', 'begin']","['That', 'fact', 'isnt', 'known', 'combat', 'begin']",6.0,0.2584,['picard'],jean-luc picard,Patrick Stewart,"['TNG', 'GEN,FCT,INS,NEM', 'DS9']",jean-luc picard,Commanding officer,USS Enterprise-E,['Captain'],Human,"['jean-luc', 'picard']",3,4,4,"""Code of Honor""",41235.25,Russ Mayberry,Katharyn Powers and Michael Baron,"October?12,?1987?(1987-10-12)",9.5[1],3,['combat'],1
2114,2114,28672,"Counting coup could be as simple as touching an enemy with a stick in battle, or taking something from him and escaping.",data,3.0,104.txt,"['counting', 'coup', 'could', 'simple', 'touching', 'enemy', 'stick', 'battle', 'taking', 'something', 'escaping']","['Count', 'coup', 'could', 'simpl', 'touch', 'enemi', 'stick', 'battl', 'take', 'someth', 'escap']","['Count', 'coup', 'could', 'simpl', 'touch', 'enemi', 'stick', 'battl', 'take', 'someth', 'escap']",11.0,0.0,['data'],data,Brent Spiner,"['TNG', 'GEN,FCT,INS,NEM']",data,Chief Operations Officer,USS Enterprise-E,['Lt. Commander'],Android,['data'],3,4,4,"""Code of Honor""",41235.25,Russ Mayberry,Katharyn Powers and Michael Baron,"October?12,?1987?(1987-10-12)",9.5[1],3,['enemy'],1
2156,2156,28714,"Undiminished attack because of the possibility of poison, sir.",data,3.0,104.txt,"['undiminished', 'attack', 'possibility', 'poison', 'sir']","['Undiminish', 'attack', 'possibl', 'poison', 'sir']","['Undiminish', 'attack', 'possibl', 'poison', 'sir']",5.0,-0.765,['data'],data,Brent Spiner,"['TNG', 'GEN,FCT,INS,NEM']",data,Chief Operations Officer,USS Enterprise-E,['Lt. Commander'],Android,['data'],3,4,4,"""Code of Honor""",41235.25,Russ Mayberry,Katharyn Powers and Michael Baron,"October?12,?1987?(1987-10-12)",9.5[1],3,['attack'],1
2196,2196,41198,And the custom requires Lutan to die rather than violate that.,troi,3.0,104.txt,"['and', 'custom', 'requires', 'lutan', 'die', 'rather', 'violate']","['And', 'custom', 'requir', 'Lutan', 'die', 'rather', 'violat']","['And', 'custom', 'requir', 'Lutan', 'die', 'rather', 'violat']",7.0,-0.5994,['troi'],lwaxana troi,Majel Barrett,"['TNG', 'DS9']",lwaxana troi,Federation Ambassador,Betazed,['Ambassador'],Betazoid,"['lwaxana', 'troi']",3,4,4,"""Code of Honor""",41235.25,Russ Mayberry,Katharyn Powers and Michael Baron,"October?12,?1987?(1987-10-12)",9.5[1],3,['die'],1
2216,2216,41218,From the perspective of Lieutenant Yar's using them in combat with Lutan's wife.,troi,3.0,104.txt,"['from', 'perspective', 'lieutenant', 'yars', 'using', 'combat', 'lutans', 'wife']","['From', 'perspect', 'Lieuten', 'Yar', 'use', 'combat', 'Lutan', 'wife']","['From', 'perspect', 'Lieuten', 'Yar', 'use', 'combat', 'Lutan', 'wife']",8.0,-0.34,['troi'],lwaxana troi,Majel Barrett,"['TNG', 'DS9']",lwaxana troi,Federation Ambassador,Betazed,['Ambassador'],Betazoid,"['lwaxana', 'troi']",3,4,4,"""Code of Honor""",41235.25,Russ Mayberry,Katharyn Powers and Michael Baron,"October?12,?1987?(1987-10-12)",9.5[1],3,['combat'],1
2260,2260,58735,"As you fight with it, it learns, and before long it knows exactly how to defeat you.",star trek: continued: tasha,3.0,104.txt,"['as', 'fight', 'learns', 'long', 'knows', 'exactly', 'defeat']","['As', 'fight', 'learn', 'long', 'know', 'exactli', 'defeat']","['As', 'fight', 'learn', 'long', 'know', 'exactli', 'defeat']",7.0,-0.6808,['tasha'],tasha yar,Denise Crosby,['TNG'],tasha yar,Chief Security Officer,USS Enterprise-D,['Lieutenant'],Human,"['tasha', 'yar']",3,4,4,"""Code of Honor""",41235.25,Russ Mayberry,Katharyn Powers and Michael Baron,"October?12,?1987?(1987-10-12)",9.5[1],3,['fight'],1
2277,2277,58752,Troi is immediately alert at the captain's presence.,tasha,3.0,104.txt,"['troi', 'immediately', 'alert', 'captains', 'presence']","['Troi', 'immedi', 'alert', 'captain', 'presenc']","['Troi', 'immedi', 'alert', 'captain', 'presenc']",5.0,0.29600000000000004,['tasha'],tasha yar,Denise Crosby,['TNG'],tasha yar,Chief Security Officer,USS Enterprise-D,['Lieutenant'],Human,"['tasha', 'yar']",3,4,4,"""Code of Honor""",41235.25,Russ Mayberry,Katharyn Powers and Michael Baron,"October?12,?1987?(1987-10-12)",9.5[1],3,['alert'],1
2286,2286,58761,"Yareena, fight for the vaccine...",tasha,3.0,104.txt,"['yareena', 'fight', 'vaccine']","['Yareena', 'fight', 'vaccin']","['Yareena', 'fight', 'vaccin']",3.0,-0.3818,['tasha'],tasha yar,Denise Crosby,['TNG'],tasha yar,Chief Security Officer,USS Enterprise-D,['Lieutenant'],Human,"['tasha', 'yar']",3,4,4,"""Code of Honor""",41235.25,Russ Mayberry,Katharyn Powers and Michael Baron,"October?12,?1987?(1987-10-12)",9.5[1],3,['fight'],1
2333,2333,60120,Shields up; activate photon torpedoes!,riker,3.0,104.txt,"['shields', 'activate', 'photon', 'torpedoes']","['Shield', 'activ', 'photon', 'torpedo']","['Shield', 'activ', 'photon', 'torpedo']",4.0,0.0,['riker'],william riker,Jonathan Frakes,"['TNG', 'GEN,FCT,INS,NEM', 'VOY', 'ENT']",william riker,"First Officer (S1-7,Movies)",USS Titan,['Captain'],Human,"['william', 'riker']",3,4,4,"""Code of Honor""",41235.25,Russ Mayberry,Katharyn Powers and Michael Baron,"October?12,?1987?(1987-10-12)",9.5[1],3,['photon'],1
2335,2335,60122,"Photon torpedoes ready, Captain.",riker,3.0,104.txt,"['photon', 'torpedoes', 'ready', 'captain']","['Photon', 'torpedo', 'readi', 'Captain']","['Photon', 'torpedo', 'readi', 'Captain']",4.0,0.0,['riker'],william riker,Jonathan Frakes,"['TNG', 'GEN,FCT,INS,NEM', 'VOY', 'ENT']",william riker,"First Officer (S1-7,Movies)",USS Titan,['Captain'],Human,"['william', 'riker']",3,4,4,"""Code of Honor""",41235.25,Russ Mayberry,Katharyn Powers and Michael Baron,"October?12,?1987?(1987-10-12)",9.5[1],3,['torpedoes'],1
2360,2360,60147,and are maintaining combat readiness roundtheclock.,riker,3.0,104.txt,"['maintaining', 'combat', 'readiness', 'roundtheclock']","['maintain', 'combat', 'readi', 'roundtheclock']","['maintain', 'combat', 'readi', 'roundtheclock']",4.0,-0.34,['riker'],william riker,Jonathan Frakes,"['TNG', 'GEN,FCT,INS,NEM', 'VOY', 'ENT']",william riker,"First Officer (S1-7,Movies)",USS Titan,['Captain'],Human,"['william', 'riker']",3,4,4,"""Code of Honor""",41235.25,Russ Mayberry,Katharyn Powers and Michael Baron,"October?12,?1987?(1987-10-12)",9.5[1],3,['combat'],1
2380,2380,60167,has permitted Lieutenant Natasha Yar to engage in a fight to the death.,riker (v.o.),3.0,104.txt,"['permitted', 'lieutenant', 'natasha', 'yar', 'engage', 'fight', 'death']","['permit', 'Lieuten', 'Natasha', 'Yar', 'engag', 'fight', 'death']","['permit', 'Lieuten', 'Natasha', 'Yar', 'engag', 'fight', 'death']",7.0,-0.7579,['riker'],william riker,Jonathan Frakes,"['TNG', 'GEN,FCT,INS,NEM', 'VOY', 'ENT']",william riker,"First Officer (S1-7,Movies)",USS Titan,['Captain'],Human,"['william', 'riker']",3,4,4,"""Code of Honor""",41235.25,Russ Mayberry,Katharyn Powers and Michael Baron,"October?12,?1987?(1987-10-12)",9.5[1],3,['fight'],1
2385,2385,60172,She appears to be almost dead perhaps completely so.,riker,3.0,104.txt,"['she', 'appears', 'almost', 'dead', 'perhaps', 'completely']","['She', 'appear', 'almost', 'dead', 'perhap', 'complet']","['She', 'appear', 'almost', 'dead', 'perhap', 'complet']",6.0,-0.6133,['riker'],william riker,Jonathan Frakes,"['TNG', 'GEN,FCT,INS,NEM', 'VOY', 'ENT']",william riker,"First Officer (S1-7,Movies)",USS Titan,['Captain'],Human,"['william', 'riker']",3,4,4,"""Code of Honor""",41235.25,Russ Mayberry,Katharyn Powers and Michael Baron,"October?12,?1987?(1987-10-12)",9.5[1],3,['dead'],1
2421,2421,78488,You've never had to watch a patient die from this disease.,beverly,3.0,104.txt,"['youve', 'never', 'watch', 'patient', 'die', 'disease']","['Youv', 'never', 'watch', 'patient', 'die', 'diseas']","['Youv', 'never', 'watch', 'patient', 'die', 'diseas']",6.0,0.4847,['beverly'],beverly crusher,Gates McFadden,"['TNG', 'GEN,FCT,INS,NEM']",beverly crusher,Head of Starfleet Medical (S2),USS Enterprise-E,['Commander'],Human,"['beverly', 'crusher']",3,4,4,"""Code of Honor""",41235.25,Russ Mayberry,Katharyn Powers and Michael Baron,"October?12,?1987?(1987-10-12)",9.5[1],3,['die'],1
2444,2444,78511,"The hypo administered, Beverly begins monitoring Yareena on the medical tricorder Not a pretty angle since she indeed looks dead Horror stricken at what she has done.",beverly,3.0,104.txt,"['the', 'hypo', 'administered', 'beverly', 'begins', 'monitoring', 'yareena', 'medical', 'tricorder', 'not', 'pretty', 'angle', 'since', 'indeed', 'looks', 'dead', 'horror', 'stricken', 'done']","['The', 'hypo', 'administ', 'Beverli', 'begin', 'monitor', 'Yareena', 'medic', 'tricord', 'Not', 'pretti', 'angl', 'sinc', 'inde', 'look', 'dead', 'Horror', 'stricken', 'done']","['The', 'hypo', 'administ', 'Beverli', 'begin', 'monitor', 'Yareena', 'medic', 'tricord', 'Not', 'pretti', 'angl', 'sinc', 'inde', 'look', 'dead', 'Horror', 'stricken', 'done']",19.0,-0.9062,['beverly'],beverly crusher,Gates McFadden,"['TNG', 'GEN,FCT,INS,NEM']",beverly crusher,Head of Starfleet Medical (S2),USS Enterprise-E,['Commander'],Human,"['beverly', 'crusher']",3,4,4,"""Code of Honor""",41235.25,Russ Mayberry,Katharyn Powers and Michael Baron,"October?12,?1987?(1987-10-12)",9.5[1],3,['dead'],1
2479,2479,86420,If you're not careful you could kill yourself.,geordi,3.0,104.txt,"['if', 'youre', 'careful', 'could', 'kill']","['If', 'your', 'care', 'could', 'kill']","['If', 'your', 'care', 'could', 'kill']",5.0,-0.3612,['geordi'],geordi la forge,LeVar Burton,"['TNG', 'GEN,FCT,INS,NEM', 'VOY']",geordi la forge,Helmsman (S1),USS Enterprise-E,['Lt. Commander'],Human,"['geordi', 'la', 'forge']",3,4,4,"""Code of Honor""",41235.25,Russ Mayberry,Katharyn Powers and Michael Baron,"October?12,?1987?(1987-10-12)",9.5[1],3,['kill'],1
2653,2653,41232,"Two bright red eyes scan the scene, stopping only when they fall on Troi.",troi,4.0,105.txt,"['two', 'bright', 'red', 'eyes', 'scan', 'scene', 'stopping', 'fall', 'troi']","['Two', 'bright', 'red', 'eye', 'scan', 'scene', 'stop', 'fall', 'Troi']","['Two', 'bright', 'red', 'eye', 'scan', 'scene', 'stop', 'fall', 'Troi']",9.0,0.1779,['troi'],lwaxana troi,Majel Barrett,"['TNG', 'DS9']",lwaxana troi,Federation Ambassador,Betazed,['Ambassador'],Betazoid,"['lwaxana', 'troi']",4,5,5,"""The Last Outpost""",41386.4,Richard Colla,Teleplay: Herbert Wright Story: Richard Krzmeien,"October?19,?1987?(1987-10-19)",8.9[1],4,['red'],1
2881,2881,41460,"Homn strikes the and Troi comes to her feet, knocks it off the table with the back of her hand and marches toward the door and is before anyone can say anything Laughing to himself, he then happily kills another glassful dark cloud hangs over the gathering.",troi,4.0,105.txt,"['homn', 'strikes', 'troi', 'comes', 'feet', 'knocks', 'table', 'back', 'hand', 'marches', 'toward', 'door', 'anyone', 'say', 'anything', 'laughing', 'happily', 'kills', 'another', 'glassful', 'dark', 'cloud', 'hangs', 'gathering']","['Homn', 'strike', 'Troi', 'come', 'feet', 'knock', 'tabl', 'back', 'hand', 'march', 'toward', 'door', 'anyon', 'say', 'anyth', 'Laugh', 'happili', 'kill', 'anoth', 'glass', 'dark', 'cloud', 'hang', 'gather']","['Homn', 'strike', 'Troi', 'come', 'foot', 'knock', 'tabl', 'back', 'hand', 'march', 'toward', 'door', 'anyon', 'say', 'anyth', 'Laugh', 'happili', 'kill', 'anoth', 'glass', 'dark', 'cloud', 'hang', 'gather']",24.0,0.1531,['troi'],lwaxana troi,Majel Barrett,"['TNG', 'DS9']",lwaxana troi,Federation Ambassador,Betazed,['Ambassador'],Betazoid,"['lwaxana', 'troi']",4,5,5,"""The Last Outpost""",41386.4,Richard Colla,Teleplay: Herbert Wright Story: Richard Krzmeien,"October?19,?1987?(1987-10-19)",8.9[1],4,['kills'],1
2980,2980,58810,Some Tarellians made it to other worlds only to die along with the populations they infected.,star trek: act three continued: tasha,4.0,105.txt,"['some', 'tarellians', 'made', 'worlds', 'die', 'along', 'populations', 'infected']","['Some', 'Tarellian', 'made', 'world', 'die', 'along', 'popul', 'infect']","['Some', 'Tarellian', 'made', 'world', 'die', 'along', 'popul', 'infect']",8.0,-0.5994,['tasha'],tasha yar,Denise Crosby,['TNG'],tasha yar,Chief Security Officer,USS Enterprise-D,['Lieutenant'],Human,"['tasha', 'yar']",4,5,5,"""The Last Outpost""",41386.4,Richard Colla,Teleplay: Herbert Wright Story: Richard Krzmeien,"October?19,?1987?(1987-10-19)",8.9[1],4,['die'],1
2982,2982,58812,"I'm certain could disable their ship with a phaser burst, Captain.",tasha,4.0,105.txt,"['im', 'certain', 'could', 'disable', 'ship', 'phaser', 'burst', 'captain']","['Im', 'certain', 'could', 'disabl', 'ship', 'phaser', 'burst', 'Captain']","['Im', 'certain', 'could', 'disabl', 'ship', 'phaser', 'burst', 'Captain']",8.0,0.2732,['tasha'],tasha yar,Denise Crosby,['TNG'],tasha yar,Chief Security Officer,USS Enterprise-D,['Lieutenant'],Human,"['tasha', 'yar']",4,5,5,"""The Last Outpost""",41386.4,Richard Colla,Teleplay: Herbert Wright Story: Richard Krzmeien,"October?19,?1987?(1987-10-19)",8.9[1],4,['phaser'],1
3207,3207,1107,"Picard turns immediately back, but now with a stunned expression coming over his face as he too now sees only corridor.",picard,5.0,106.txt,"['picard', 'turns', 'immediately', 'back', 'stunned', 'expression', 'coming', 'face', 'sees', 'corridor']","['Picard', 'turn', 'immedi', 'back', 'stun', 'express', 'come', 'face', 'see', 'corridor']","['Picard', 'turn', 'immedi', 'back', 'stun', 'express', 'come', 'face', 'see', 'corridor']",10.0,0.0,['picard'],jean-luc picard,Patrick Stewart,"['TNG', 'GEN,FCT,INS,NEM', 'DS9']",jean-luc picard,Commanding officer,USS Enterprise-E,['Captain'],Human,"['jean-luc', 'picard']",5,6,6,"""Where No One Has Gone Before""",41263.1,Rob Bowman,Diane Duane and Michael Reaves,"October?26,?1987?(1987-10-26)",10.5[1],5,['stunned'],1
3224,3224,1124,The Enterprise will stay at full alert until this crisis is solved ,picard,5.0,106.txt,"['the', 'enterprise', 'stay', 'full', 'alert', 'crisis', 'solved']","['The', 'Enterpris', 'stay', 'full', 'alert', 'crisi', 'solv']","['The', 'Enterpris', 'stay', 'full', 'alert', 'crisi', 'solv']",7.0,0.29600000000000004,['picard'],jean-luc picard,Patrick Stewart,"['TNG', 'GEN,FCT,INS,NEM', 'DS9']",jean-luc picard,Commanding officer,USS Enterprise-E,['Captain'],Human,"['jean-luc', 'picard']",5,6,6,"""Where No One Has Gone Before""",41263.1,Rob Bowman,Diane Duane and Michael Reaves,"October?26,?1987?(1987-10-26)",10.5[1],5,['alert'],1
3462,3462,60286,"Can anything he's proposing damage the He taps the keys, the display system?",wesley riker,5.0,106.txt,"['can', 'anything', 'hes', 'proposing', 'damage', 'he', 'taps', 'keys', 'display', 'system']","['Can', 'anyth', 'he', 'propos', 'damag', 'He', 'tap', 'key', 'display', 'system']","['Can', 'anyth', 'he', 'propos', 'damag', 'He', 'tap', 'key', 'display', 'system']",10.0,0.0,"['wesley', 'riker']",william riker,Jonathan Frakes,"['TNG', 'GEN,FCT,INS,NEM', 'VOY', 'ENT']",william riker,"First Officer (S1-7,Movies)",USS Titan,['Captain'],Human,"['william', 'riker']",5,6,6,"""Where No One Has Gone Before""",41263.1,Rob Bowman,Diane Duane and Michael Reaves,"October?26,?1987?(1987-10-26)",10.5[1],5,['damage'],1
3570,3570,78543,(with a glance toward Wesley) He could die and with him any chance we have.,beverly,5.0,106.txt,"['glance', 'toward', 'wesley', 'he', 'could', 'die', 'chance']","['glanc', 'toward', 'Wesley', 'He', 'could', 'die', 'chanc']","['glanc', 'toward', 'Wesley', 'He', 'could', 'die', 'chanc']",7.0,-0.5994,['beverly'],beverly crusher,Gates McFadden,"['TNG', 'GEN,FCT,INS,NEM']",beverly crusher,Head of Starfleet Medical (S2),USS Enterprise-E,['Commander'],Human,"['beverly', 'crusher']",5,6,6,"""Where No One Has Gone Before""",41263.1,Rob Bowman,Diane Duane and Michael Reaves,"October?26,?1987?(1987-10-26)",10.5[1],5,['die'],1
3761,3761,1349,"Sometimes, Riker, the best way to win a fight is not to be there.",picard,6.0,107.txt,"['sometimes', 'riker', 'best', 'way', 'win', 'fight']","['Sometim', 'Riker', 'best', 'way', 'win', 'fight']","['Sometim', 'Riker', 'best', 'way', 'win', 'fight']",6.0,0.7506,['picard'],jean-luc picard,Patrick Stewart,"['TNG', 'GEN,FCT,INS,NEM', 'DS9']",jean-luc picard,Commanding officer,USS Enterprise-E,['Captain'],Human,"['jean-luc', 'picard']",6,7,7,"""Lonely Among Us""",41249.3,Cliff Bole,Teleplay: D. C. Fontana Story: Michael Halperin,"November?2,?1987?(1987-11-02)",12.1[1],6,['fight'],1
3769,3769,1357,Divert shield power to main engines...,picard,6.0,107.txt,"['divert', 'shield', 'power', 'main', 'engines']","['Divert', 'shield', 'power', 'main', 'engin']","['Divert', 'shield', 'power', 'main', 'engin']",5.0,0.0,['picard'],jean-luc picard,Patrick Stewart,"['TNG', 'GEN,FCT,INS,NEM', 'DS9']",jean-luc picard,Commanding officer,USS Enterprise-E,['Captain'],Human,"['jean-luc', 'picard']",6,7,7,"""Lonely Among Us""",41249.3,Cliff Bole,Teleplay: D. C. Fontana Story: Michael Halperin,"November?2,?1987?(1987-11-02)",12.1[1],6,['shield'],1
3831,3831,1419,(desperate but proud) We will die to the last one of us before such dishonor!,picard,6.0,107.txt,"['desperate', 'proud', 'we', 'die', 'last', 'one', 'us', 'dishonor']","['desper', 'proud', 'We', 'die', 'last', 'one', 'us', 'dishonor']","['desper', 'proud', 'We', 'die', 'last', 'one', 'u', 'dishonor']",8.0,-0.2023,['picard'],jean-luc picard,Patrick Stewart,"['TNG', 'GEN,FCT,INS,NEM', 'DS9']",jean-luc picard,Commanding officer,USS Enterprise-E,['Captain'],Human,"['jean-luc', 'picard']",6,7,7,"""Lonely Among Us""",41249.3,Cliff Bole,Teleplay: D. C. Fontana Story: Michael Halperin,"November?2,?1987?(1987-11-02)",12.1[1],6,['die'],1
3965,3965,28795,"and the German nation black, red and gold; the Italians green, white and red; the British...",data,6.0,107.txt,"['german', 'nation', 'black', 'red', 'gold', 'italians', 'green', 'white', 'red', 'british']","['German', 'nation', 'black', 'red', 'gold', 'Italian', 'green', 'white', 'red', 'British']","['German', 'nation', 'black', 'red', 'gold', 'Italian', 'green', 'white', 'red', 'British']",10.0,0.0,['data'],data,Brent Spiner,"['TNG', 'GEN,FCT,INS,NEM']",data,Chief Operations Officer,USS Enterprise-E,['Lt. Commander'],Android,['data'],6,7,7,"""Lonely Among Us""",41249.3,Cliff Bole,Teleplay: D. C. Fontana Story: Michael Halperin,"November?2,?1987?(1987-11-02)",12.1[1],6,['red'],1
